open_time,open,high,low,close,volume,variacao_percentual,mm_3,mm_6,mm_12
2020-06-01,231.56,253.8,216.0,225.6,16073920.0773,-2.578054152092235,221.0833333333333,198.86166666666668,185.55999999999997
2020-07-01,225.59,349.45,222.87,346.33,20935176.05306,53.51507092198582,267.8333333333333,226.585,196.21916666666667
2020-08-01,346.32,446.0,325.0,433.79,28769352.88701,25.253371062281648,335.24,262.6816666666667,218.07083333333333
2020-09-01,433.8,488.84,308.42,359.83,34431117.99327,-17.049724521081632,379.98333333333335,300.5333333333333,232.98583333333332
2020-10-01,359.83,420.73,332.18,386.46,19292775.62694,7.400717005252488,393.35999999999996,330.59666666666664,250.0091666666667
2020-11-01,386.44,623.0,370.23,616.66,36426105.3325,59.56631992961756,454.3166666666666,394.77833333333336,288.7833333333333
2020-12-01,616.65,758.74,530.43,736.42,30451194.43342,19.420750494599947,579.8466666666667,479.91499999999996,339.3883333333333
2021-01-01,736.42,1475.0,714.29,1312.55,59589754.02553,78.23388827028054,888.5433333333332,640.9516666666667,433.76833333333326
2021-02-01,1312.45,2042.34,1269.99,1419.18,33561918.29258,8.123880995009714,1156.05,805.1833333333334,533.9325
2021-03-01,1418.67,1947.29,1409.91,1919.37,23574009.12632,35.245000634169024,1550.3666666666666,1065.1066666666668,682.82
2021-04-01,1919.37,2798.3,1885.02,2772.42,27220161.75533,44.444270776348496,2036.9899999999998,1462.7666666666667,896.6816666666667
2021-05-01,2772.42,4372.72,1728.74,2706.15,49340730.6802,-2.3903304694093963,2465.98,1811.015,1102.8966666666668
2021-06-01,2706.15,2891.95,1700.48,2275.68,27539800.65398,-15.90710049332078,2584.75,2067.5583333333334,1273.7366666666667
2021-07-01,2275.68,2553.86,1706.0,2531.05,21263142.44244,11.22170076636435,2504.293333333333,2270.6416666666664,1455.7966666666664
2021-08-01,2531.1,3476.0,2442.32,3429.2,21436438.89134,35.48527291045216,2745.31,2605.645,1705.4141666666665
2021-09-01,3429.19,4027.88,2652.0,3000.61,17261458.33691,-12.498250320774517,2986.9533333333334,2785.851666666667,1925.4791666666667
2021-10-01,3000.62,4460.47,2969.07,4287.21,14410441.89498,42.87794815054271,3572.34,3038.316666666667,2250.5416666666665
2021-11-01,4287.48,4868.0,3913.0,4630.26,12756119.36968,8.001707404115965,3972.693333333333,3359.001666666667,2585.008333333333
2021-12-01,4630.25,4778.75,3503.68,3676.23,12944994.6731,-20.604242526337615,4197.9,3592.4266666666667,2829.9925000000003
2022-01-01,3676.22,3900.73,2159.0,2686.94,13966551.02275,-26.910449019783854,3664.476666666667,3618.4083333333333,2944.525
2022-02-01,2686.94,3283.66,2300.0,2920.95,14131677.98022,8.70916358385374,3094.7066666666665,3533.7000000000003,3069.6725
2022-03-01,2920.83,3481.87,2445.0,3281.51,14266235.7133,12.343929201116088,2963.1333333333337,3580.5166666666664,3183.1841666666664
2022-04-01,3281.51,3580.34,2709.26,2726.66,12949941.312,-16.908374498325472,2976.373333333333,3320.4249999999997,3179.370833333333
2022-05-01,2726.67,2965.85,1703.0,1941.9,24777431.00913,-28.780999464546365,2650.023333333333,2872.365,3115.683333333333
2022-06-01,1941.9,1972.58,881.56,1071.01,40584115.82385,-44.84731448581286,1913.1899999999998,2438.161666666667,3015.2941666666666
2022-07-01,1071.02,1784.79,1006.32,1678.12,38630369.93046,56.68574523113696,1563.6766666666665,2270.025,2944.216666666667
2022-08-01,1678.12,2030.0,1422.08,1554.1,26075507.3157,-7.390413081305269,1434.4099999999999,2042.216666666667,2787.9583333333335
2022-09-01,1554.11,1789.0,1220.0,1328.72,22545307.0992,-14.502284280290834,1520.3133333333333,1716.7516666666668,2648.6341666666667
2022-10-01,1328.71,1663.06,1190.0,1572.69,16768090.4141,18.361280028900005,1485.17,1524.4233333333334,2422.424166666667
2022-11-01,1572.69,1680.0,1073.53,1294.46,23158646.7442,-17.691344130121,1398.6233333333337,1416.5166666666667,2144.4408333333336
2022-12-01,1294.46,1352.72,1150.51,1196.13,10466310.2787,-7.596217727855626,1354.4266666666667,1437.3700000000001,1937.7658333333336
2023-01-01,1196.13,1679.26,1190.57,1585.33,14091007.0828,32.53826925166996,1358.64,1421.905,1845.965
2023-02-01,1585.32,1742.97,1461.93,1605.23,13176410.4841,1.2552591573994132,1462.2300000000002,1430.4266666666665,1736.3216666666667
2023-03-01,1605.24,1857.16,1368.39,1821.52,20803771.4363,13.474081595783783,1670.6933333333334,1512.5600000000002,1614.6558333333332
2023-04-01,1821.52,2141.54,1762.77,1870.09,14307106.2608,2.6664543897404247,1765.6133333333335,1562.1266666666668,1543.2749999999999
2023-05-01,1870.08,2019.0,1740.0,1873.63,11277172.8598,0.189295702345893,1855.08,1658.655,1537.5858333333335
2023-06-01,1873.63,1948.6,1626.01,1933.79,10385952.6378,3.2108794158931975,1892.5033333333333,1781.5983333333331,1609.4841666666664
2023-07-01,1933.8,2029.11,1826.0,1856.14,7059027.6746,-4.01543083788829,1887.8533333333332,1826.7333333333333,1624.319166666667
2023-08-01,1856.13,1879.74,1550.0,1645.76,7456380.6685,-11.334274354305174,1811.8966666666665,1833.4883333333335,1631.9575000000002
2023-09-01,1645.77,1694.32,1531.01,1670.89,6037582.383,1.52695411238577,1724.2633333333333,1808.3833333333332,1660.4716666666666
2023-10-01,1670.89,1865.54,1521.0,1814.67,8141249.517,8.604994942814903,1710.4399999999998,1799.1466666666668,1680.636666666667
2023-11-01,1814.67,2136.99,1777.11,2051.96,11382319.5486,13.076206693227977,1845.8400000000001,1828.868333333333,1743.7616666666665
2023-12-01,2051.95,2445.8,2045.04,2281.87,11869847.2762,11.204409442679196,2049.5,1886.881666666667,1834.24
2024-01-01,2281.87,2717.32,2100.0,2283.14,13221129.0566,0.0556561066143102,2205.6566666666663,1958.0483333333332,1892.3908333333331
2024-02-01,2283.15,3522.81,2240.0,3340.09,12127707.2989,46.293700780504054,2635.0333333333333,2240.4366666666665,2036.9624999999999
2024-03-01,3340.1,4093.92,3056.56,3645.29,17665326.0855,9.1374783314222,3089.5066666666667,2569.5033333333336,2188.943333333333
2024-04-01,3645.29,3730.71,2852.0,3014.05,12887073.7799,-17.31659209555343,3333.1433333333334,2769.4,2284.273333333333
2024-05-01,3014.04,3977.0,2817.0,3762.29,11599042.9138,24.82506925897048,3473.876666666667,3054.455,2441.6616666666664
2024-06-01,3762.29,3887.47,3240.0,3438.16,7615636.878,-8.615231680705104,3404.8333333333335,3247.17,2567.0258333333336
2024-07-01,3438.16,3562.82,2810.0,3232.74,8935241.1295,-5.974707401633439,3477.73,3405.4366666666665,2681.7425
2024-08-01,3232.74,3242.57,2111.0,2513.01,12527905.13,-22.26377623935113,3061.3033333333333,3267.59,2754.013333333334
2024-09-01,2513.0,2728.6,2150.55,2602.23,7928515.7252,3.550324113314307,2782.66,3093.7466666666664,2831.625
2024-10-01,2602.24,2769.48,2310.0,2518.61,8867194.2538,-3.2133977396310076,2544.616666666667,3011.1733333333336,2890.286666666667
2024-11-01,2518.61,3738.98,2357.59,3703.6,18365244.9426,47.049364530435426,2941.4799999999996,3001.3916666666664,3027.9233333333336
2024-12-01,3703.59,4107.8,3101.9,3337.78,16749304.776,-9.877416567663888,3186.6633333333334,2984.661666666667,3115.915833333333
2025-01-01,3337.78,3744.83,2920.0,3300.99,14733980.4331,-1.1022296256793518,3447.4566666666665,2996.036666666667,3200.736666666666
2025-02-01,3300.99,3331.98,2076.26,2237.59,19972378.4816,-32.21457805082717,2958.786666666667,2950.133333333333,3108.861666666667
2025-03-01,2237.59,2550.58,1754.28,1822.43,17687083.7956,-18.553890569764796,2453.6699999999996,2820.1666666666665,2956.956666666667
2025-04-01,1822.43,1957.0,1385.05,1793.61,19948440.9288,-1.5814050471074426,1951.21,2699.3333333333335,2855.2533333333336
2025-05-01,1793.62,2788.0,1752.0,2528.06,21910230.8688,40.94814368786972,2048.0333333333333,2503.4100000000003,2752.400833333333
2025-06-01,2528.06,2879.22,2111.89,2485.47,16291573.096,-1.6846910279028293,2269.0466666666666,2361.358333333333,2673.0099999999998
2025-07-01,2485.47,3941.0,2373.0,3698.39,19611925.2237,48.800428088047745,2903.9733333333334,2427.5916666666667,2711.8141666666666
2025-08-01,3698.39,4956.78,3354.28,4391.83,20648987.36528,18.749780309810493,3525.23,2786.6316666666667,2868.3824999999997
2025-09-01,4391.83,4769.36,3815.0,4145.15,12044996.3135,-5.616792999729048,4078.4566666666665,3173.7516666666666,2996.959166666667
2025-10-01,4145.15,4755.0,3435.0,3847.99,17216579.7377,-7.168859993003873,4128.323333333334,3516.148333333333,3107.7408333333333
2025-11-01,3848.0,3918.23,2623.57,2991.26,17753757.8875,-22.264350998833148,3661.466666666667,3593.3483333333334,3048.379166666667
2025-12-01,2991.25,3447.44,2716.04,2971.64,11838964.971,-0.6559108870509478,3270.296666666667,3674.3766666666666,3017.8675000000003
2026-01-01,2971.65,3402.89,2250.0,2451.95,11307466.1546,-17.4883229462519,2804.9500000000003,3466.6366666666668,2947.1141666666663
2026-02-01,2451.96,2475.98,1747.8,1964.51,19349830.7847,-19.879687595587182,2462.7000000000003,3062.0833333333335,2924.3575
2026-03-01,1964.51,2386.02,1907.41,2105.43,12656614.111,7.173290031610935,2173.9633333333336,2722.13,2947.9408333333336
2026-04-01,2105.43,2464.91,2017.04,2257.51,8530125.8075,7.223227559215961,2109.15,2457.05,2986.599166666667
2026-05-01,2257.51,2423.74,1967.0,2007.01,8161720.9233,-11.096296361920889,2123.316666666667,2293.0083333333337,2943.1783333333333
2026-06-01,2007.02,2021.5,1505.68,1665.37,4982715.6646,-17.022336709832043,1976.6300000000003,2075.2966666666666,2874.8366666666666
